1	1
2	2
3	2
4	2
5	2
6	2
7	3
8	3
9	3
10	3
11	6
12	6
13	6
14	6
15	9
16	9
17	10
18	11
19	11
20	12
21	12
22	13
23	14
24	14
25	14
26	14
27	14
28	16
29	16
30	16
31	16
32	16
33	16
34	17
35	17
36	18
37	19
38	20
39	20
40	21
41	22
42	22
43	23
44	23
45	23
46	24
47	24
48	24
49	24
50	24
51	28
52	29
53	29
54	30
55	31
56	31
57	34
58	35
59	35
60	35
61	35
62	35
63	36
64	36
65	37
66	37
67	38
68	40
69	41
70	42
71	42
72	42
73	43
74	44
75	44
76	44
77	44
78	44
79	44
80	44
81	45
82	45
83	48
84	48
85	48
86	48
87	48
88	48
89	47
90	47
91	47
92	47
93	47
94	47
95	47
96	47
97	46
98	45
99	46
100	46
101	46
102	46
103	46
104	46
105	46
106	46
107	46
108	43
109	43
110	43
111	43
112	40
113	40
114	2
115	40
116	40
117	39
118	38
119	38
120	38
121	38
122	37
123	36
124	36
125	36
126	36
127	35
128	35
129	35
130	35
131	35
132	35
133	33
134	33
135	32
136	31
137	30
138	30
139	30
140	29
141	29
142	28
143	28
144	28
145	27
146	27
147	27
148	27
149	25
150	25
151	22
152	22
153	22
154	21
155	20
156	20
157	17
158	16
159	16
160	16
161	16
162	16
163	15
164	13
165	13
166	12
167	10
168	9
169	8
170	8
171	7
172	6
173	6
174	6
175	6
176	6
177	6
178	6
179	5
180	5
181	3
182	3
183	3
184	3
185	3
186	3
187	3
188	3
189	3
190	3
191	3
192	3
193	3
194	3
195	3
196	3
197	1
198	1
199	1
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	0
327	0
328	0
329	0
330	0
331	1
332	1
333	1
334	2
335	2
336	2
337	2
338	2
339	2
340	3
341	3
342	4
343	4
344	5
345	6
346	6
347	6
348	6
349	6
350	6
351	6
352	6
353	6
354	6
355	6
356	7
357	7
358	7
359	7
360	7
361	7
362	7
363	7
364	7
365	7
366	8
367	8
368	8
369	8
370	8
371	8
372	8
373	8
374	8
375	8
376	8
377	8
378	8
379	8
380	8
381	8
382	8
383	8
384	8
385	8
386	8
387	8
388	8
389	8
390	8
391	8
392	8
393	8
394	8
395	8
396	8
397	8
398	8
399	8
400	8
401	8
402	8
403	8
404	8
405	8
406	8
407	8
408	8
409	8
410	8
411	8
412	8
413	8
414	8
415	8
416	8
417	8
418	8
419	8
420	8
421	8
422	8
423	8
424	8
425	8
426	8
427	9
428	9
429	8
430	8
431	8
432	7
433	7
434	7
435	7
436	7
437	7
438	6
439	6
440	5
441	5
442	4
443	3
444	3
445	3
446	3
447	2
448	2
449	2
450	2
451	2
452	3
453	2
454	2
455	2
456	2
457	3
458	3
459	3
460	3
461	3
462	3
463	3
464	3
465	4
466	4
467	4
468	4
469	4
470	7
471	7
472	7
473	7
474	7
475	8
476	8
477	9
478	11
479	13
480	13
481	14
482	15
483	15
484	15
485	15
486	15
487	15
488	17
489	17
490	19
491	20
492	20
493	20
494	20
495	20
496	20
497	20
498	20
499	20
500	20
501	20
502	21
503	21
504	21
505	22
506	22
507	22
508	22
509	22
510	22
511	23
512	23
513	24
514	24
515	25
516	25
517	25
518	25
519	25
520	26
521	26
522	27
523	28
524	28
525	29
526	32
527	32
528	32
529	32
530	32
531	32
532	32
533	32
534	32
535	33
536	33
537	33
538	33
539	33
540	33
541	33
542	33
543	33
544	33
545	33
546	33
547	32
548	32
549	32
550	32
551	32
552	32
553	31
554	32
555	32
556	32
557	32
558	32
559	32
560	31
561	31
562	0
563	30
564	30
565	30
566	30
