1	1
2	2
3	2
4	2
5	2
6	4
7	5
8	5
9	5
10	5
11	5
12	6
13	6
14	6
15	6
16	6
17	7
18	7
19	7
20	7
21	7
22	7
23	7
24	7
25	8
26	8
27	8
28	9
29	9
30	9
31	10
32	10
33	10
34	10
35	10
36	10
37	10
38	11
39	11
40	11
41	11
42	11
43	11
44	11
45	11
46	11
47	11
48	11
49	11
50	11
51	11
52	11
53	13
54	13
55	13
56	13
57	13
58	13
59	13
60	13
61	13
62	14
63	14
64	14
65	14
66	15
67	15
68	15
69	15
70	15
71	15
72	15
73	15
74	15
75	15
76	15
77	15
78	15
79	15
80	15
81	15
82	15
83	15
84	15
85	15
86	15
87	15
88	15
89	15
90	15
91	16
92	17
93	18
94	18
95	19
96	19
97	19
98	19
99	19
100	19
101	20
102	19
103	19
104	19
105	19
106	19
107	17
108	16
109	16
110	16
111	17
112	17
113	16
114	16
115	16
116	16
117	16
118	15
119	15
120	15
121	16
122	16
123	17
124	17
125	17
126	16
127	16
128	16
129	15
130	15
131	15
132	14
133	14
134	14
135	14
136	15
137	15
138	16
139	17
140	17
141	17
142	17
143	17
144	17
145	17
146	17
147	17
148	17
149	17
150	17
151	17
152	17
153	17
154	15
155	15
156	15
157	15
158	15
159	15
160	15
161	15
162	16
163	15
164	15
165	16
166	16
167	16
168	16
169	16
170	16
171	16
172	17
173	17
174	17
175	17
176	17
177	18
178	18
179	18
180	18
181	18
182	18
183	18
184	18
185	18
186	18
187	18
188	18
189	18
190	17
191	17
192	17
193	16
194	17
195	17
196	16
197	16
198	16
199	18
200	18
201	20
202	19
203	19
204	19
205	19
206	19
207	19
208	19
209	19
210	19
211	19
212	18
213	19
214	19
215	19
216	19
217	19
218	19
219	19
220	19
221	19
222	18
223	18
224	17
225	17
226	18
227	18
228	18
229	18
230	18
231	18
232	18
233	18
234	18
235	18
236	18
237	16
238	17
239	16
240	15
241	15
242	15
243	16
244	16
245	16
246	16
247	16
248	17
249	17
250	17
251	17
252	17
253	17
254	17
255	17
256	17
257	17
258	17
259	17
260	17
261	17
262	17
263	16
264	16
265	18
266	18
267	18
268	19
269	19
270	18
271	18
272	19
273	18
274	18
275	18
276	18
277	18
278	17
279	17
280	17
281	17
282	17
283	17
284	17
285	17
286	19
287	19
288	19
289	20
290	20
291	21
292	23
293	23
294	25
295	23
296	23
297	23
298	24
299	24
300	24
301	23
302	21
303	21
304	21
305	20
306	20
307	20
308	20
309	20
310	20
311	20
312	21
313	21
314	20
315	20
316	20
317	20
318	21
319	21
320	20
321	20
322	20
323	20
324	20
325	20
326	20
327	20
328	20
329	20
330	20
331	20
332	20
333	21
334	21
335	23
336	23
337	24
338	24
339	24
340	24
341	24
342	25
343	25
344	26
345	26
346	28
347	28
348	29
349	29
350	29
351	30
352	36
353	37
354	40
355	41
356	43
357	43
358	44
359	44
360	46
361	46
362	46
363	47
364	48
365	50
366	49
367	48
368	48
369	48
370	48
371	48
372	49
373	48
374	49
375	51
376	52
377	53
378	55
379	55
380	55
381	55
382	56
383	56
384	56
385	57
386	57
387	57
388	58
389	58
390	60
391	61
392	61
393	61
394	62
395	60
396	64
397	64
398	64
399	66
400	68
401	69
402	69
403	69
404	69
405	69
406	71
407	72
408	73
409	72
410	73
411	73
412	73
413	73
414	75
415	75
416	77
417	78
418	79
419	78
420	79
421	80
422	81
423	82
424	84
425	84
426	84
427	85
428	86
429	88
430	89
431	89
432	89
433	89
434	88
435	89
436	88
437	88
438	89
439	89
440	88
441	88
442	88
443	88
444	91
445	86
446	89
447	87
448	88
449	88
450	88
451	88
452	87
453	82
454	81
455	80
456	73
457	70
458	76
459	76
460	75
461	75
462	74
463	74
464	74
465	74
466	75
467	74
468	74
469	74
470	74
471	73
472	72
473	72
474	72
475	72
476	69
477	68
478	68
479	66
480	67
481	69
482	69
483	68
484	70
485	70
486	69
487	68
488	67
489	66
490	66
491	62
492	62
493	60
494	59
495	58
496	58
497	57
498	58
499	57
500	57
501	55
502	54
503	54
504	57
505	57
506	58
507	58
508	57
509	56
510	55
511	54
512	55
513	56
514	57
515	57
516	57
517	54
518	54
519	56
520	57
521	56
522	55
523	54
524	53
525	52
526	52
527	51
528	50
529	51
530	49
531	49
532	49
533	49
534	50
535	50
536	49
537	49
538	49
539	48
540	47
541	47
542	47
543	47
544	47
545	44
546	44
547	43
548	43
549	42
550	42
551	41
552	39
553	38
554	38
555	38
556	36
557	36
558	36
559	36
560	36
561	36
562	36
563	36
564	35
565	34
566	33
